experiment	train	valid	machine	epoch	learn_rate	precision	recall	f1	cost_min	cost_max	cost_avg	y_min_avg	y_max_avg	y_mean_avg	epoch_time	model	x_dim	hidden_dim	y_dim	w_spread	p_drop	init_rate	decay_after	decay_rate	activation	updates	l1_reg	l2_reg
ex02l	dev	dev	lpt-cluster-1	150	3.2768000000000016e-05	0.011396011396011397	0.0081799591002045	0.009523809523809525	0.566176652908	0.731607139111	0.63372431223905534	-0.24552294611930847	0.5649447765531419	0.21516280083716671	748.7743611335754	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	154	3.2768000000000016e-05	0.025362318840579712	0.014314928425357873	0.018300653594771243	0.569613575935	0.733173847198	0.63475861126863509	-0.24286828935146332	0.55831134055234211	0.21250029266635073	750.040846824646	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	156	2.6214400000000015e-05	0.030303030303030304	0.02044989775051125	0.024420024420024423	0.568610787392	0.724536299706	0.63414094795154619	-0.2402428328236447	0.56399985204769087	0.21404320378846761	757.0119071006775	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	158	2.6214400000000015e-05	0.03862660944206009	0.018404907975460124	0.02493074792243767	0.562832713127	0.746365606785	0.63213378115545349	-0.26125867230982719	0.55487155461613136	0.207206889421125	749.824805021286	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	185	2.0971520000000012e-05	0.03343465045592705	0.022494887525562373	0.02689486552567237	0.557556211948	0.704017162323	0.61935168127470375	-0.28446318548691424	0.54945762172529966	0.19717825930329819	748.1972460746765	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	189	2.0971520000000012e-05	0.05397727272727273	0.03885480572597137	0.04518430439952439	0.559342205524	0.714096784592	0.61798590572574474	-0.28216960667809354	0.55588196350049368	0.19786258362516573	750.6347279548645	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	200	1.677721600000001e-05	0.020316027088036117	0.018404907975460124	0.019313304721030045	0.554798603058	0.704916715622	0.61437146799473819	-0.28477462654626823	0.55280020870739899	0.19228822502154339	757.8759038448334	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	219	1.3421772800000009e-05	0.06129032258064516	0.03885480572597137	0.047559449311639544	0.555149078369	0.691870868206	0.60898373549497575	-0.29476002914996086	0.55780934118017367	0.18801515011847775	754.3814358711243	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	224	1.3421772800000009e-05	0.06229508196721312	0.03885480572597137	0.04785894206549119	0.549194991589	0.695693552494	0.60784760683397698	-0.29831547092033339	0.55377488196650637	0.18444748288845714	758.2648849487305	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	232	1.0737418240000008e-05	0.06666666666666667	0.04703476482617587	0.055155875299760196	0.551912009716	0.683868825436	0.60501000247424164	-0.30954191522507729	0.55253444932684115	0.17935777955417392	758.1650269031525	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	245	8.589934592000007e-06	0.0830188679245283	0.044989775051124746	0.058355437665782495	0.546625852585	0.68294942379	0.60275010293043108	-0.31317169662517835	0.55530931074408041	0.17884548876104475	754.4222559928894	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	250	6.871947673600007e-06	0.04838709677419355	0.024539877300613498	0.03256445047489824	0.542637825012	0.670773029327	0.60088838806635214	-0.31577850350096254	0.55430028182041791	0.17653131965972199	749.6052339076996	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	271	6.871947673600007e-06	0.07418397626112759	0.05112474437627812	0.060532687651331706	0.542792737484	0.665395081043	0.59753467312342001	-0.3180584647232973	0.55102173814290689	0.1741903114922439	750.0958590507507	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	300	5.4975581388800055e-06	0.056847545219638244	0.044989775051124746	0.05022831050228311	0.542228281498	0.655819773674	0.5936598830585238	-0.33020189706283282	0.55348460281951517	0.1688930544106266	759.2369060516357	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	350	4.3980465111040045e-06	0.06312292358803986	0.03885480572597137	0.04810126582278482	0.540471553802	0.646131277084	0.58996274426013606	-0.3371493822034401	0.55078458144694942	0.16248429811830761	746.8030519485474	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	358	4.3980465111040045e-06	0.07624633431085044	0.053169734151329244	0.06265060240963856	0.541441202164	0.648122429848	0.58970254282408119	-0.34009393521502046	0.55310942289195486	0.16233450155469437	747.1555569171906	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	400	2.2517998136852508e-06	0.04815864022662889	0.034764826175869123	0.040380047505938245	0.539715111256	0.638980805874	0.58626632071748563	-0.34543480092211615	0.54860785339452045	0.15740962958411325	758.1180498600006	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
ex02l	dev	dev	lpt-cluster-1	450	1.4411518807585606e-06	0.031496062992125984	0.024539877300613498	0.027586206896551724	0.539641141891	0.636915683746	0.58448530526100839	-0.3512655026927779	0.54865512365027314	0.15518188882100431	749.9301879405975	RNN_deep5_bi	300	300	48	0.05	0.0	0.0001	5	0.8	tanh	adam	0.01	0.01
